trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
25,False,"{'a': 0.5, 'e': 0.99968751627570263}",35,0,-184.97958651146007,"{0: 21, 1: 4, 2: 7, 3: 0, 4: 3}",0
26,False,"{'a': 0.5, 'e': 0.99966201904023766}",25,0,-148.6545673938809,"{0: 14, 1: 0, 2: 9, 3: 0, 4: 2}",0
27,False,"{'a': 0.5, 'e': 0.99963552214283691}",20,0,-60.168368641715276,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
28,False,"{'a': 0.5, 'e': 0.9996080256099974}",25,0,-174.92670932550746,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 4}",0
29,False,"{'a': 0.5, 'e': 0.99957952946921558}",20,0,-135.0964854237357,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.99955003374898754}",20,8,-28.087364405603395,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
31,False,"{'a': 0.5, 'e': 0.99951953847880903}",20,0,-116.62958364595495,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.99948804368917543}",20,0,-66.69798351319277,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
33,False,"{'a': 0.5, 'e': 0.99945554941158132}",25,0,-82.54420181905061,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.99942205567852116}",20,0,-54.87290999482829,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
35,False,"{'a': 0.5, 'e': 0.99938756252348859}",30,2,-175.15847999529063,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 3}",1
36,False,"{'a': 0.5, 'e': 0.99935206998097681}",20,11,-25.520263935235104,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
37,False,"{'a': 0.5, 'e': 0.9993155780864782}",20,0,-144.4971005593424,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
38,False,"{'a': 0.5, 'e': 0.99927808687648489}",25,0,-180.76282750806,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
39,False,"{'a': 0.5, 'e': 0.99923959638848803}",25,0,-106.35258210203597,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
40,False,"{'a': 0.5, 'e': 0.99920010666097792}",20,0,-116.55923941837189,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
41,False,"{'a': 0.5, 'e': 0.99915961773344453}",25,0,-160.38051464095275,"{0: 13, 1: 2, 2: 6, 3: 3, 4: 1}",0
42,False,"{'a': 0.5, 'e': 0.99911812964637658}",20,0,-57.2964427209512,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
43,False,"{'a': 0.5, 'e': 0.99907564244126223}",20,0,-85.78832602815207,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.99903215616058882}",30,0,-174.66728012191285,"{0: 18, 1: 4, 2: 4, 3: 1, 4: 3}",0
45,False,"{'a': 0.5, 'e': 0.99898767084784246}",30,0,-103.28105607968281,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
46,False,"{'a': 0.5, 'e': 0.99894218654750844}",30,0,-88.74622734823275,"{0: 19, 1: 1, 2: 9, 3: 1, 4: 0}",0
47,False,"{'a': 0.5, 'e': 0.99889570330507116}",25,0,-92.37264264621211,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.99884822116701377}",20,0,-109.65323496354482,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.99879974018081852}",20,0,-165.77898006782698,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
50,False,"{'a': 0.5, 'e': 0.99875026039496628}",20,0,-80.608740306913,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.99869978185893682}",25,15,-18.44893882736346,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
52,False,"{'a': 0.5, 'e': 0.99864830462320886}",20,0,-35.61802261765769,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
53,False,"{'a': 0.5, 'e': 0.99859582873925934}",30,0,-103.45073979786882,"{0: 18, 1: 7, 2: 3, 3: 1, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.99854235425956439}",25,0,-0.5016118716149813,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
55,False,"{'a': 0.5, 'e': 0.99848788123759846}",25,0,-127.1657993911834,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
56,False,"{'a': 0.5, 'e': 0.99843240972783442}",25,0,-203.5188527120323,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 4}",0
57,False,"{'a': 0.5, 'e': 0.99837593978574379}",20,0,-10.16167562521354,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
58,False,"{'a': 0.5, 'e': 0.99831847146779662}",25,3,-183.39409932476073,"{0: 10, 1: 1, 2: 7, 3: 2, 4: 2}",1
59,False,"{'a': 0.5, 'e': 0.99826000483146127}",20,0,-174.8999701543563,"{0: 9, 1: 5, 2: 2, 3: 1, 4: 3}",0
60,False,"{'a': 0.5, 'e': 0.99820053993520419}",25,0,-137.86847883583914,"{0: 13, 1: 6, 2: 4, 3: 0, 4: 2}",0
61,False,"{'a': 0.5, 'e': 0.99814007683849038}",20,8,-96.5934648904187,"{0: 5, 1: 1, 2: 4, 3: 1, 4: 1}",1
62,False,"{'a': 0.5, 'e': 0.9980786156017829}",30,0,-65.9221492120231,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
63,False,"{'a': 0.5, 'e': 0.99801615628654294}",20,16,8.102618048051426,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.5, 'e': 0.99795269895522998}",20,0,-134.13018241286463,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
65,False,"{'a': 0.5, 'e': 0.99788824367130113}",25,0,-100.27364470997423,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
66,False,"{'a': 0.5, 'e': 0.99782279049921174}",20,0,-170.69159766148275,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
67,False,"{'a': 0.5, 'e': 0.99775633950441511}",35,0,-223.40304202835702,"{0: 23, 1: 0, 2: 7, 3: 1, 4: 4}",0
68,False,"{'a': 0.5, 'e': 0.99768889075336209}",20,0,-90.12338510591906,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
69,False,"{'a': 0.5, 'e': 0.99762044431350139}",30,0,-166.3069394216678,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
70,False,"{'a': 0.5, 'e': 0.99755100025327959}",25,0,-204.68369767555717,"{0: 14, 1: 0, 2: 6, 3: 2, 4: 3}",0
71,False,"{'a': 0.5, 'e': 0.99748055864214058}",30,0,-84.68547778208556,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.99740911955052614}",25,0,-86.56944218040663,"{0: 13, 1: 5, 2: 6, 3: 1, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.99733668304987522}",25,0,-184.09811623823697,"{0: 10, 1: 3, 2: 10, 3: 0, 4: 2}",0
74,False,"{'a': 0.5, 'e': 0.99726324921262444}",20,0,-74.2719765280565,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
75,False,"{'a': 0.5, 'e': 0.9971888181122075}",20,10,-83.70315723586728,"{0: 5, 1: 0, 2: 3, 3: 1, 4: 1}",1
76,False,"{'a': 0.5, 'e': 0.99711338982305553}",20,0,-20.936070124474185,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
77,False,"{'a': 0.5, 'e': 0.99703696442059675}",20,0,-136.76339379892943,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
78,False,"{'a': 0.5, 'e': 0.9969595419812568}",25,0,-139.26454069812803,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
79,False,"{'a': 0.5, 'e': 0.99688112258245787}",25,0,-120.68824547658808,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",0
80,False,"{'a': 0.5, 'e': 0.99680170630261944}",25,0,-134.57896061086754,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
81,False,"{'a': 0.5, 'e': 0.99672129322115766}",20,0,4.4032334128270945,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
82,False,"{'a': 0.5, 'e': 0.99663988341848586}",25,0,-95.46832734104696,"{0: 15, 1: 1, 2: 7, 3: 2, 4: 0}",0
83,False,"{'a': 0.5, 'e': 0.99655747697601371}",25,0,-121.30486765419992,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
84,False,"{'a': 0.5, 'e': 0.99647407397614751}",25,0,-157.11408464955375,"{0: 12, 1: 3, 2: 8, 3: 0, 4: 2}",0
85,False,"{'a': 0.5, 'e': 0.99638967450229043}",25,0,-215.3622126451048,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 4}",0
86,False,"{'a': 0.5, 'e': 0.99630427863884197}",25,0,-160.24612183046534,"{0: 12, 1: 6, 2: 4, 3: 1, 4: 2}",0
87,False,"{'a': 0.5, 'e': 0.9962178864711978}",25,0,-158.9900784796468,"{0: 14, 1: 4, 2: 3, 3: 2, 4: 2}",0
88,False,"{'a': 0.5, 'e': 0.99613049808575016}",20,0,-79.81496559654995,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.99604211356988748}",20,0,-135.36290267314058,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
90,False,"{'a': 0.5, 'e': 0.99595273301199427}",25,0,-151.51670053326612,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
91,False,"{'a': 0.5, 'e': 0.99586235650145094}",20,0,-50.300585020352436,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.99577098412863418}",20,0,-78.98182638250347,"{0: 10, 1: 5, 2: 3, 3: 2, 4: 0}",0
93,False,"{'a': 0.5, 'e': 0.99567861598491625}",20,0,-164.28944392294923,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
94,False,"{'a': 0.5, 'e': 0.99558525216266536}",30,0,-127.98536828042646,"{0: 17, 1: 6, 2: 4, 3: 2, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.99549089275524527}",25,0,-55.21783189186556,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.99539553785701529}",20,0,-140.90415788784819,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
97,False,"{'a': 0.5, 'e': 0.99529918756333047}",30,1,-278.73653567848686,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 5}",1
98,False,"{'a': 0.5, 'e': 0.99520184197054096}",25,0,-197.83192226144274,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 4}",0
99,False,"{'a': 0.5, 'e': 0.99510350117599256}",25,11,-41.92766520672017,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
100,False,"{'a': 0.5, 'e': 0.99500416527802582}",20,0,-24.09307805611202,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.99490383437597663}",30,0,-213.8377542441651,"{0: 18, 1: 0, 2: 7, 3: 2, 4: 3}",0
102,False,"{'a': 0.5, 'e': 0.99480250857017605}",20,0,-123.48748802400137,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
103,False,"{'a': 0.5, 'e': 0.99470018796194981}",25,0,-67.72175334187759,"{0: 17, 1: 4, 2: 1, 3: 3, 4: 0}",0
104,False,"{'a': 0.5, 'e': 0.99459687265361851}",25,0,-153.99945996426632,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
105,False,"{'a': 0.5, 'e': 0.9944925627484974}",20,0,-168.34970938748955,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
106,False,"{'a': 0.5, 'e': 0.99438725835089647}",30,0,-199.5522686536183,"{0: 12, 1: 2, 2: 14, 3: 1, 4: 1}",0
107,False,"{'a': 0.5, 'e': 0.99428095956612006}",20,0,-129.6320535724521,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
108,False,"{'a': 0.5, 'e': 0.9941736665004669}",25,0,-228.97379970970866,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 4}",0
109,False,"{'a': 0.5, 'e': 0.99406537926123006}",25,0,-41.352945123944636,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
110,False,"{'a': 0.5, 'e': 0.99395609795669682}",20,0,-154.5701413719106,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
111,False,"{'a': 0.5, 'e': 0.99384582269614852}",25,0,-73.18790742775131,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.99373455358986029}",30,0,-158.0381718371574,"{0: 19, 1: 0, 2: 8, 3: 1, 4: 2}",0
113,False,"{'a': 0.5, 'e': 0.99362229074910124}",35,8,-81.76893187550068,"{0: 18, 1: 2, 2: 6, 3: 0, 4: 1}",1
114,False,"{'a': 0.5, 'e': 0.99350903428613424}",20,0,-78.90584454192388,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.9933947843142158}",20,0,-137.9475834776504,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
116,False,"{'a': 0.5, 'e': 0.99327954094759585}",20,0,-61.85345949682181,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
117,False,"{'a': 0.5, 'e': 0.99316330430151767}",20,0,-182.2251541580078,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
118,False,"{'a': 0.5, 'e': 0.99304607449221804}",35,0,-185.4740701577139,"{0: 23, 1: 2, 2: 6, 3: 1, 4: 3}",0
119,False,"{'a': 0.5, 'e': 0.99292785163692654}",25,11,-57.43386013444751,"{0: 9, 1: 0, 2: 3, 3: 2, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.99280863585386625}",20,0,-85.28467808780687,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
121,False,"{'a': 0.5, 'e': 0.99268842726225281}",20,0,-71.10144536375907,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
122,False,"{'a': 0.5, 'e': 0.99256722598229485}",30,0,-42.35569627646474,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
123,False,"{'a': 0.5, 'e': 0.99244503213519353}",25,0,-246.8020675646022,"{0: 13, 1: 0, 2: 6, 3: 2, 4: 4}",0
124,False,"{'a': 0.5, 'e': 0.99232184584314287}",25,0,-107.04046398598244,"{0: 15, 1: 0, 2: 9, 3: 0, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.99219766722932901}",30,0,-214.3903725396704,"{0: 16, 1: 1, 2: 8, 3: 3, 4: 2}",0
126,False,"{'a': 0.5, 'e': 0.99207249641793072}",20,0,-231.49510169408913,"{0: 7, 1: 2, 2: 7, 3: 0, 4: 4}",0
127,False,"{'a': 0.5, 'e': 0.99194633353411854}",20,0,-48.85630687223576,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.99181917870405556}",20,0,-28.43404233054511,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
129,False,"{'a': 0.5, 'e': 0.9916910320548965}",20,0,-46.980066352992374,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.99156189371478809}",30,0,-135.56727196274826,"{0: 21, 1: 1, 2: 4, 3: 2, 4: 2}",0
131,False,"{'a': 0.5, 'e': 0.99143176381286846}",20,0,-79.54807475368892,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
132,False,"{'a': 0.5, 'e': 0.99130064247926775}",25,0,-70.43669035812091,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
133,False,"{'a': 0.5, 'e': 0.99116852984510717}",30,0,-266.1351379878743,"{0: 14, 1: 3, 2: 7, 3: 2, 4: 4}",0
134,False,"{'a': 0.5, 'e': 0.99103542604249928}",25,0,-0.5196827949824736,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
135,False,"{'a': 0.5, 'e': 0.99090133120454793}",20,0,-170.05825941031947,"{0: 9, 1: 3, 2: 3, 3: 3, 4: 2}",0
136,False,"{'a': 0.5, 'e': 0.99076624546534797}",20,0,-177.0462036902967,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
137,False,"{'a': 0.5, 'e': 0.99063016895998512}",20,0,-50.10813542763861,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
138,False,"{'a': 0.5, 'e': 0.99049310182453587}",25,0,-154.12366592881258,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
139,False,"{'a': 0.5, 'e': 0.99035504419606735}",25,0,-164.46481549389677,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
140,False,"{'a': 0.5, 'e': 0.99021599621263712}",25,0,-117.73175894495817,"{0: 13, 1: 1, 2: 9, 3: 2, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.99007595801329329}",20,0,-111.82548118662778,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.98993492973807384}",30,0,-146.67192134752563,"{0: 15, 1: 4, 2: 9, 3: 1, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.98979291152800719}",35,0,-174.94787911896418,"{0: 21, 1: 4, 2: 6, 3: 2, 4: 2}",0
144,False,"{'a': 0.5, 'e': 0.98964990352511151}",30,0,-126.19186311918601,"{0: 20, 1: 1, 2: 6, 3: 2, 4: 1}",0
145,False,"{'a': 0.5, 'e': 0.98950590587239473}",20,6,-60.2953321682777,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
146,False,"{'a': 0.5, 'e': 0.98936091871385456}",30,0,-220.19919153872837,"{0: 19, 1: 2, 2: 3, 3: 2, 4: 4}",0
147,False,"{'a': 0.5, 'e': 0.98921494219447814}",25,0,-107.27721158773453,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
148,False,"{'a': 0.5, 'e': 0.98906797646024203}",30,7,-207.20084988457415,"{0: 12, 1: 1, 2: 4, 3: 3, 4: 3}",1
149,False,"{'a': 0.5, 'e': 0.98892002165811177}",20,0,-22.714695604151228,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.98877107793604224}",20,0,-168.2552199920267,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
151,False,"{'a': 0.5, 'e': 0.9886211454429773}",25,0,-136.74432062510382,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
152,False,"{'a': 0.5, 'e': 0.98847022432884923}",20,0,-162.59521826319377,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
153,False,"{'a': 0.5, 'e': 0.98831831474457921}",20,2,-111.30338035100273,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 2}",1
154,False,"{'a': 0.5, 'e': 0.9881654168420767}",25,0,-97.09703181223917,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
155,False,"{'a': 0.5, 'e': 0.98801153077423987}",20,0,-263.16452805393567,"{0: 7, 1: 1, 2: 6, 3: 2, 4: 4}",0
156,False,"{'a': 0.5, 'e': 0.98785665669495448}",25,0,-111.01363890426003,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
157,False,"{'a': 0.5, 'e': 0.98770079475909478}",20,0,-197.5335662379939,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 4}",0
158,False,"{'a': 0.5, 'e': 0.98754394512252264}",20,0,-136.6558445335528,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
159,False,"{'a': 0.5, 'e': 0.98738610794208759}",20,0,-123.29031208127826,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
160,False,"{'a': 0.5, 'e': 0.98722728337562693}",25,0,-125.7344977094529,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
161,False,"{'a': 0.5, 'e': 0.98706747158196517}",25,0,-98.4946726211513,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.98690667272091404}",20,0,-20.03372687429126,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
163,False,"{'a': 0.5, 'e': 0.98674488695327256}",20,0,-191.8550136746159,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 4}",0
164,False,"{'a': 0.5, 'e': 0.98658211444082622}",25,0,-161.4353329927251,"{0: 14, 1: 0, 2: 8, 3: 1, 4: 2}",0
165,False,"{'a': 0.5, 'e': 0.9864183553463477}",20,6,-11.928184949784017,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.986253609833596}",35,0,-136.4597102722087,"{0: 22, 1: 3, 2: 7, 3: 2, 4: 1}",0
167,False,"{'a': 0.5, 'e': 0.98608787806731668}",25,0,-156.7951303555809,"{0: 16, 1: 2, 2: 2, 3: 3, 4: 2}",0
168,False,"{'a': 0.5, 'e': 0.9859211602132415}",20,8,-53.130189680650574,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
169,False,"{'a': 0.5, 'e': 0.9857534564380882}",30,1,-199.63186266586862,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 4}",1
170,False,"{'a': 0.5, 'e': 0.98558476690956076}",25,2,-103.64499764930336,"{0: 13, 1: 2, 2: 5, 3: 3, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.98541509179634834}",30,0,-82.92070329334615,"{0: 23, 1: 2, 2: 2, 3: 2, 4: 1}",0
172,False,"{'a': 0.5, 'e': 0.98524443126812633}",20,11,-63.39129622566737,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 1}",1
173,False,"{'a': 0.5, 'e': 0.98507278549555521}",20,0,-193.9996789749736,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
174,False,"{'a': 0.5, 'e': 0.98490015465028058}",20,9,-89.15365306191633,"{0: 5, 1: 1, 2: 3, 3: 1, 4: 1}",1
175,False,"{'a': 0.5, 'e': 0.98472653890493345}",35,0,-72.37058290277949,"{0: 23, 1: 3, 2: 9, 3: 0, 4: 0}",0
176,False,"{'a': 0.5, 'e': 0.98455193843312949}",20,0,-114.80725186504351,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
177,False,"{'a': 0.5, 'e': 0.98437635340946905}",25,0,-47.284410274849385,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.98419978400953734}",25,0,-113.22887005246523,"{0: 14, 1: 2, 2: 6, 3: 3, 4: 0}",0
179,False,"{'a': 0.5, 'e': 0.98402223040990355}",25,0,-136.67919897043745,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 3}",0
180,False,"{'a': 0.5, 'e': 0.98384369278812145}",20,0,-31.61735808331029,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.98366417132272843}",20,0,-99.23077574455061,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.98348366619324612}",20,0,-80.82603294980095,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
183,False,"{'a': 0.5, 'e': 0.98330217758017957}",20,0,-87.02107755478013,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
