trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.98330217758017957}",20,0,-179.8684277747025,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
184,False,"{'a': 0.5, 'e': 0.98311970566501738}",20,0,-101.5298466779626,"{0: 10, 1: 1, 2: 7, 3: 2, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.98293625063023149}",25,0,-80.28513396577094,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.9827518126592768}",30,7,-187.85023508336332,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 3}",1
187,False,"{'a': 0.5, 'e': 0.98256639193659145}",25,0,-162.6207072493872,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
188,False,"{'a': 0.5, 'e': 0.9823799886475959}",25,9,-41.215264913280656,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.98219260297869371}",20,0,-106.56491294454575,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
190,False,"{'a': 0.5, 'e': 0.98200423511727031}",25,0,-190.66979386362246,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
191,False,"{'a': 0.5, 'e': 0.98181488525169369}",25,0,-49.39883088670966,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
192,False,"{'a': 0.5, 'e': 0.98162455357131351}",20,0,-109.64189300448285,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
193,False,"{'a': 0.5, 'e': 0.98143324026646173}",25,0,-92.40533052612403,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.98124094552845131}",25,0,-153.1523234859745,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
195,False,"{'a': 0.5, 'e': 0.98104766954957723}",30,0,-110.88118241250038,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.98085341252311531}",25,0,-172.57227299566762,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
197,False,"{'a': 0.5, 'e': 0.98065817464332261}",25,0,-61.49413113253166,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.98046195610543707}",20,0,-56.198977950684665,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
199,False,"{'a': 0.5, 'e': 0.98026475710567706}",30,0,-244.46532838136307,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 5}",0
200,False,"{'a': 0.5, 'e': 0.98006657784124163}",25,0,-80.23577016011062,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.97986741851031001}",20,0,-137.71963634506136,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
202,False,"{'a': 0.5, 'e': 0.97966727931204156}",30,0,-62.01530243495768,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.97946616044657542}",20,0,-55.658781388766386,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.97926406211503048}",20,0,-85.54597131369187,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 0}",0
205,False,"{'a': 0.5, 'e': 0.97906098451950507}",25,0,-187.8423719210549,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
206,False,"{'a': 0.5, 'e': 0.97885692786307665}",25,0,-155.0759548050909,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
207,False,"{'a': 0.5, 'e': 0.97865189234980199}",30,0,-116.73084622553291,"{0: 19, 1: 1, 2: 8, 3: 1, 4: 1}",0
208,False,"{'a': 0.5, 'e': 0.97844587818471651}",25,0,-99.56722874474308,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.97823888557383443}",25,8,-80.06260732974981,"{0: 9, 1: 4, 2: 2, 3: 1, 4: 1}",1
210,False,"{'a': 0.5, 'e': 0.97803091472414827}",20,0,-84.41484501960383,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
211,False,"{'a': 0.5, 'e': 0.9778219658436289}",20,0,-40.63627392264468,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
212,False,"{'a': 0.5, 'e': 0.97761203914122508}",20,0,-17.229139363557728,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.97740113482686364}",25,0,-81.8233189757246,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
214,False,"{'a': 0.5, 'e': 0.97718925311144889}",20,0,-148.27037801815067,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
215,False,"{'a': 0.5, 'e': 0.97697639420686233}",25,0,-112.96665677080871,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
216,False,"{'a': 0.5, 'e': 0.97676255832596315}",25,0,-144.46028367350823,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
217,False,"{'a': 0.5, 'e': 0.97654774568258695}",25,0,-108.68704040432615,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
218,False,"{'a': 0.5, 'e': 0.97633195649154636}",25,0,-147.0892232227596,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
219,False,"{'a': 0.5, 'e': 0.97611519096863075}",20,0,-124.14617660140736,"{0: 9, 1: 5, 2: 3, 3: 2, 4: 1}",0
220,False,"{'a': 0.5, 'e': 0.97589744933060552}",30,0,-160.5561126758655,"{0: 19, 1: 0, 2: 8, 3: 1, 4: 2}",0
221,False,"{'a': 0.5, 'e': 0.97567873179521225}",25,0,-243.66328620247836,"{0: 12, 1: 2, 2: 5, 3: 2, 4: 4}",0
222,False,"{'a': 0.5, 'e': 0.97545903858116845}",20,10,-32.08284760853302,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.97523836990816737}",20,0,-87.80225507438503,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
224,False,"{'a': 0.5, 'e': 0.97501672599687772}",25,0,-183.9739106251049,"{0: 13, 1: 1, 2: 8, 3: 0, 4: 3}",0
225,False,"{'a': 0.5, 'e': 0.97479410706894332}",30,14,-6.915633107052692,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.97457051334698297}",20,0,-58.599659963815036,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
227,False,"{'a': 0.5, 'e': 0.9743459450545906}",20,9,-17.025939067950983,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.97412040241633435}",35,0,-272.03368588848275,"{0: 18, 1: 1, 2: 11, 3: 1, 4: 4}",0
229,False,"{'a': 0.5, 'e': 0.97389388565775681}",20,0,-178.03212316227317,"{0: 8, 1: 3, 2: 5, 3: 2, 4: 2}",0
230,False,"{'a': 0.5, 'e': 0.97366639500537489}",20,0,-86.13124230451848,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
231,False,"{'a': 0.5, 'e': 0.97343793068667894}",20,0,-121.68623285509597,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
232,False,"{'a': 0.5, 'e': 0.97320849293013356}",20,0,-175.72096906769315,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
233,False,"{'a': 0.5, 'e': 0.97297808196517621}",20,0,-54.45776182143641,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
234,False,"{'a': 0.5, 'e': 0.97274669802221814}",20,13,5.709996752555705,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.97251434133264303}",20,0,-72.901593953902,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
236,False,"{'a': 0.5, 'e': 0.97228101212880758}",25,12,-116.25461394677232,"{0: 8, 1: 1, 2: 0, 3: 2, 4: 2}",1
237,False,"{'a': 0.5, 'e': 0.97204671064404113}",20,0,-81.44147472301528,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
238,False,"{'a': 0.5, 'e': 0.97181143711264495}",20,0,-121.75506263432115,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
239,False,"{'a': 0.5, 'e': 0.97157519176989271}",30,9,-69.4623660243661,"{0: 14, 1: 1, 2: 4, 3: 2, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.97133797485202966}",25,0,-88.29703529287137,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
241,False,"{'a': 0.5, 'e': 0.97109978659627261}",30,0,-102.81211660379194,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
242,False,"{'a': 0.5, 'e': 0.97086062724081001}",25,0,-175.152300360501,"{0: 12, 1: 0, 2: 11, 3: 0, 4: 2}",0
243,False,"{'a': 0.5, 'e': 0.97062049702480102}",35,0,-243.76239546248343,"{0: 20, 1: 3, 2: 6, 3: 3, 4: 3}",0
244,False,"{'a': 0.5, 'e': 0.97037939618837588}",30,0,-165.46333226385656,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 2}",0
245,False,"{'a': 0.5, 'e': 0.97013732497263538}",25,2,-142.24776119208474,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 3}",1
246,False,"{'a': 0.5, 'e': 0.9698942836196508}",30,0,-91.66531567704145,"{0: 18, 1: 3, 2: 8, 3: 1, 4: 0}",0
247,False,"{'a': 0.5, 'e': 0.96965027237246337}",25,0,-103.90186265992288,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
248,False,"{'a': 0.5, 'e': 0.96940529147508447}",25,0,-102.78935258462097,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
249,False,"{'a': 0.5, 'e': 0.9691593411724948}",20,0,-15.454724026771054,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
250,False,"{'a': 0.5, 'e': 0.96891242171064473}",20,0,-120.13574026475969,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
251,False,"{'a': 0.5, 'e': 0.96866453333645375}",25,0,-99.66866585904128,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
252,False,"{'a': 0.5, 'e': 0.96841567629781011}",30,0,-78.43103896191501,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.96816585084357087}",20,0,-67.67799276898332,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
254,False,"{'a': 0.5, 'e': 0.96791505722356153}",20,0,-121.19405310136183,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
255,False,"{'a': 0.5, 'e': 0.96766329568857556}",30,0,-205.9484987629974,"{0: 17, 1: 1, 2: 8, 3: 1, 4: 3}",0
256,False,"{'a': 0.5, 'e': 0.9674105664903746}",20,0,-85.4395016324261,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.9671568698816877}",20,0,-126.01178776815046,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
258,False,"{'a': 0.5, 'e': 0.96690220611621147}",25,0,-115.47338952221173,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
259,False,"{'a': 0.5, 'e': 0.96664657544860977}",25,0,-142.00409001330573,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
260,False,"{'a': 0.5, 'e': 0.96638997813451322}",30,0,-163.1135628195466,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
261,False,"{'a': 0.5, 'e': 0.966132414430519}",25,0,-120.21393343869846,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
262,False,"{'a': 0.5, 'e': 0.96587388459419088}",20,0,-106.32860660253107,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
263,False,"{'a': 0.5, 'e': 0.96561438888405871}",25,0,-38.982123108094434,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
264,False,"{'a': 0.5, 'e': 0.96535392755961802}",25,0,-65.42007170270081,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
265,False,"{'a': 0.5, 'e': 0.96509250088133025}",20,0,-114.16492981374819,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
266,False,"{'a': 0.5, 'e': 0.96483010911062206}",30,0,-113.59186266950505,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
267,False,"{'a': 0.5, 'e': 0.96456675250988511}",25,0,-180.0056834022053,"{0: 10, 1: 3, 2: 10, 3: 0, 4: 2}",0
268,False,"{'a': 0.5, 'e': 0.96430243134247606}",25,0,-128.57301280532693,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
269,False,"{'a': 0.5, 'e': 0.96403714587271605}",20,0,-69.5753744313835,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
270,False,"{'a': 0.5, 'e': 0.96377089636589053}",20,0,-16.786615678025196,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
271,False,"{'a': 0.5, 'e': 0.96350368308824885}",25,0,-98.45781849883637,"{0: 15, 1: 3, 2: 4, 3: 3, 4: 0}",0
272,False,"{'a': 0.5, 'e': 0.9632355063070045}",20,0,-125.38059104077934,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
273,False,"{'a': 0.5, 'e': 0.96296636629033405}",25,0,-78.78314953591747,"{0: 15, 1: 7, 2: 2, 3: 0, 4: 1}",0
274,False,"{'a': 0.5, 'e': 0.96269626330737756}",30,0,-112.0669709995245,"{0: 17, 1: 7, 2: 5, 3: 0, 4: 1}",0
275,False,"{'a': 0.5, 'e': 0.96242519762823797}",30,0,-124.18376408334296,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 1}",0
276,False,"{'a': 0.5, 'e': 0.96215316952398089}",25,0,-105.59254971012538,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
277,False,"{'a': 0.5, 'e': 0.96188017926663461}",20,0,-90.01567638716034,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
278,False,"{'a': 0.5, 'e': 0.96160622712918908}",20,0,-121.06249210106365,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
279,False,"{'a': 0.5, 'e': 0.96133131338559663}",25,0,-51.84667381773164,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
280,False,"{'a': 0.5, 'e': 0.96105543831077089}",30,0,-165.04036001475407,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
281,False,"{'a': 0.5, 'e': 0.96077860218058697}",30,0,-88.29811492834571,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
282,False,"{'a': 0.5, 'e': 0.96050080527188086}",35,0,-145.9261969004015,"{0: 20, 1: 4, 2: 9, 3: 1, 4: 1}",0
283,False,"{'a': 0.5, 'e': 0.96022204786244958}",20,0,-97.00912359053471,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
284,False,"{'a': 0.5, 'e': 0.95994233023105047}",20,0,-130.62877229793705,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
285,False,"{'a': 0.5, 'e': 0.95966165265740111}",30,0,-90.51313155942812,"{0: 18, 1: 3, 2: 9, 3: 0, 4: 0}",0
286,False,"{'a': 0.5, 'e': 0.95938001542217899}",25,0,-124.09276241864016,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
287,False,"{'a': 0.5, 'e': 0.95909741880702148}",20,0,-171.94048905692236,"{0: 9, 1: 0, 2: 8, 3: 1, 4: 2}",0
288,False,"{'a': 0.5, 'e': 0.9588138630945251}",25,0,-29.325841874594605,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
289,False,"{'a': 0.5, 'e': 0.95852934856824545}",20,0,-123.53143863302289,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
290,False,"{'a': 0.5, 'e': 0.95824387551269719}",25,0,-10.913551835168928,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.95795744421335316}",25,0,-144.36510877200286,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
292,False,"{'a': 0.5, 'e': 0.95767005495664481}",25,0,-196.4611148619363,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
293,False,"{'a': 0.5, 'e': 0.95738170802996136}",35,21,-50.693844438234294,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
294,False,"{'a': 0.5, 'e': 0.95709240372164961}",20,0,-18.37331715568061,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
295,False,"{'a': 0.5, 'e': 0.9568021423210139}",25,20,7.284014687449181,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.95651092411831562}",30,0,-297.30512140077525,"{0: 15, 1: 3, 2: 4, 3: 3, 4: 5}",0
297,False,"{'a': 0.5, 'e': 0.95621874940477292}",30,0,-193.88906690330165,"{0: 16, 1: 5, 2: 5, 3: 1, 4: 3}",0
298,False,"{'a': 0.5, 'e': 0.95592561847256052}",20,0,-61.09919018778222,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.95563153161480929}",20,0,-77.73527248900214,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
300,False,"{'a': 0.5, 'e': 0.95533648912560598}",20,0,-126.15027190233945,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
301,False,"{'a': 0.5, 'e': 0.95504049129999324}",25,0,-132.73539806160952,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
302,False,"{'a': 0.5, 'e': 0.95474353843396886}",25,0,-135.96787114988348,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
303,False,"{'a': 0.5, 'e': 0.95444563082448552}",20,0,-51.78361428428009,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
304,False,"{'a': 0.5, 'e': 0.95414676876945093}",20,0,-114.9994867313122,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
305,False,"{'a': 0.5, 'e': 0.95384695256772711}",20,0,-23.40363599384401,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
306,False,"{'a': 0.5, 'e': 0.95354618251913015}",30,0,-128.02793232790813,"{0: 20, 1: 2, 2: 4, 3: 3, 4: 1}",0
307,False,"{'a': 0.5, 'e': 0.9532444589244301}",25,0,-133.7195441137293,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
308,False,"{'a': 0.5, 'e': 0.95294178208535063}",25,0,-94.87563728078688,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
309,False,"{'a': 0.5, 'e': 0.9526381523045685}",20,0,-67.96906565950547,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
310,False,"{'a': 0.5, 'e': 0.95233356988571338}",25,0,-80.09300734513748,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
311,False,"{'a': 0.5, 'e': 0.95202803513336776}",25,14,-48.69523587921026,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
312,False,"{'a': 0.5, 'e': 0.95172154835306644}",20,0,-134.55032049953167,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
313,False,"{'a': 0.5, 'e': 0.95141410985129593}",20,0,-145.37516174061287,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
314,False,"{'a': 0.5, 'e': 0.95110571993549498}",25,0,-158.9039607750478,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
315,False,"{'a': 0.5, 'e': 0.95079637891405322}",25,11,-61.999706461519004,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 1}",1
316,False,"{'a': 0.5, 'e': 0.95048608709631188}",20,0,-82.25884000658178,"{0: 9, 1: 3, 2: 8, 3: 0, 4: 0}",0
317,False,"{'a': 0.5, 'e': 0.95017484479256265}",35,16,-89.42045417104794,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 2}",1
318,False,"{'a': 0.5, 'e': 0.94986265231404776}",25,0,-161.8559264478864,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",1
319,False,"{'a': 0.5, 'e': 0.94954950997295973}",30,0,-58.10274675663061,"{0: 20, 1: 4, 2: 6, 3: 0, 4: 0}",0
320,False,"{'a': 0.5, 'e': 0.94923541808244083}",20,0,-138.59975579555353,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
321,False,"{'a': 0.5, 'e': 0.94892037695658304}",25,11,-56.00965470625764,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
322,False,"{'a': 0.5, 'e': 0.94860438691042726}",25,0,-4.982257106464153,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
323,False,"{'a': 0.5, 'e': 0.94828744825996369}",20,0,-54.21148514705293,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
324,False,"{'a': 0.5, 'e': 0.94796956132213084}",25,0,-67.21215993239711,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
325,False,"{'a': 0.5, 'e': 0.94765072641481574}",25,11,-62.31031136439577,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
326,False,"{'a': 0.5, 'e': 0.94733094385685312}",20,0,-60.74711482154332,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
327,False,"{'a': 0.5, 'e': 0.94701021396802565}",20,0,-130.81250468748073,"{0: 8, 1: 2, 2: 9, 3: 0, 4: 1}",0
328,False,"{'a': 0.5, 'e': 0.94668853706906309}",25,0,-46.06017290744267,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
329,False,"{'a': 0.5, 'e': 0.94636591348164234}",35,0,-320.8346226063662,"{0: 15, 1: 4, 2: 10, 3: 1, 4: 5}",0
330,False,"{'a': 0.5, 'e': 0.94604234352838701}",20,0,-93.99336611147169,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
331,False,"{'a': 0.5, 'e': 0.94571782753286693}",20,0,-21.19443887735643,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
332,False,"{'a': 0.5, 'e': 0.94539236581959818}",30,0,-166.24699229736225,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
333,False,"{'a': 0.5, 'e': 0.94506595871404231}",20,0,-50.41831972620147,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
334,False,"{'a': 0.5, 'e': 0.94473860654260655}",25,8,-20.179215120803757,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.94441030963264305}",25,0,-59.28905273178514,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
336,False,"{'a': 0.5, 'e': 0.94408106831244853}",20,0,-129.9248353759492,"{0: 11, 1: 1, 2: 4, 3: 3, 4: 1}",0
337,False,"{'a': 0.5, 'e': 0.9437508829112643}",20,0,-76.93748221099831,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
338,False,"{'a': 0.5, 'e': 0.94341975375927589}",20,0,-60.047699664442455,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
339,False,"{'a': 0.5, 'e': 0.94308768118761233}",20,0,-47.72941044540825,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
340,False,"{'a': 0.5, 'e': 0.94275466552834619}",20,0,-34.97191772387251,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.94242070711449311}",20,0,-46.171815951340285,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
342,False,"{'a': 0.5, 'e': 0.94208580628001137}",20,0,-88.21505458880218,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
343,False,"{'a': 0.5, 'e': 0.94174996335980199}",20,0,-96.2369351531619,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
344,False,"{'a': 0.5, 'e': 0.94141317868970753}",30,0,-157.7730129983356,"{0: 16, 1: 6, 2: 6, 3: 0, 4: 2}",0
345,False,"{'a': 0.5, 'e': 0.94107545260651304}",20,6,-33.76667761196318,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.94073678544794426}",25,0,-66.25647404982001,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
347,False,"{'a': 0.5, 'e': 0.94039717755266838}",25,0,-166.96081421137384,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",0
348,False,"{'a': 0.5, 'e': 0.94005662926029343}",20,0,-73.99197672979115,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
349,False,"{'a': 0.5, 'e': 0.93971514091136743}",25,0,-67.18113871763948,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
350,False,"{'a': 0.5, 'e': 0.93937271284737889}",20,0,-130.17624365547536,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
351,False,"{'a': 0.5, 'e': 0.93902934541075578}",20,0,-126.05588139858352,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
352,False,"{'a': 0.5, 'e': 0.93868503894486555}",30,3,-143.24532776329374,"{0: 18, 1: 0, 2: 5, 3: 2, 4: 2}",1
353,False,"{'a': 0.5, 'e': 0.93833979379401455}",20,0,-119.9746333920937,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
354,False,"{'a': 0.5, 'e': 0.93799361030344797}",20,0,-198.15431349527438,"{0: 8, 1: 2, 2: 6, 3: 1, 4: 3}",0
355,False,"{'a': 0.5, 'e': 0.93764648881934931}",20,0,-72.36204715197653,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
356,False,"{'a': 0.5, 'e': 0.93729842968883992}",20,0,-97.81051048216044,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
357,False,"{'a': 0.5, 'e': 0.93694943325997893}",20,0,-109.68196946759106,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
358,False,"{'a': 0.5, 'e': 0.93659949988176272}",30,0,-28.650231795164103,"{0: 25, 1: 0, 2: 4, 3: 1, 4: 0}",0
359,False,"{'a': 0.5, 'e': 0.93624862990412472}",25,14,-84.61933169520765,"{0: 6, 1: 1, 2: 1, 3: 2, 4: 1}",1
360,False,"{'a': 0.5, 'e': 0.93589682367793481}",35,0,-131.54024132872124,"{0: 24, 1: 3, 2: 5, 3: 1, 4: 2}",0
361,False,"{'a': 0.5, 'e': 0.93554408155499935}",20,0,-61.45747166271881,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
362,False,"{'a': 0.5, 'e': 0.93519040388806018}",20,13,5.918729686509548,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.93483579103079506}",25,0,-117.44387583276972,"{0: 16, 1: 3, 2: 2, 3: 3, 4: 1}",0
364,False,"{'a': 0.5, 'e': 0.93448024333781676}",20,0,-80.0020586222381,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
365,False,"{'a': 0.5, 'e': 0.93412376116467311}",25,0,-313.84015955692064,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 6}",0
